659,TRITON - TPU Heater,Normal,NextEra
660,TRITON - TPU Heater,Normal,NextEra
661,TRITON - TPU Heater,Normal,NextEra
662,TRITON - TPU Heater,Normal,NextEra
663,TRITON - TPU Heater,Normal,Calpine
664,TRITON - TPU Heater,Normal,Calpine
665,TRITON - TPU Heater,Normal,Calpine
666,TRITON - TPU Heater,Normal,Calpine
667,TRITON - TPU No Heater,Normal,Enel Chile Replacement Unit
668,TRITON - TPU No Heater,Normal,Climatik
669,TRITON - TPU Heater,Normal,NextEra
670,TRITON - TPU Heater,Normal,White Wind Ventures
671,TRITON - TPU Heater,Normal,Calpine
672,TRITON - TPU Heater,Normal,Calpine
673,TRITON - TPU Heater,Normal,Calpine
674,TRITON - TPU Heater,Normal,Gold Wind
675,TRITON - TPU No Heater,Normal,Climatik
676,TRITON - TPU Heater,Normal,NextEra
677,TRITON - TPU Heater,Normal,NextEra
678,TRITON - TPU Heater,Normal,NextEra
679,TRITON - TPU Heater,Normal,Amshore
680,TRITON - TPU Heater,Normal,NextEra
681,TRITON - TPU Heater,Normal,NextEra
682,TRITON - TPU Heater,Normal,NextEra
683,TRITON - TPU Heater,Normal,NextEra
684,TRITON - TPU Heater,Normal,NextEra
685,TRITON - TPU Heater,Normal,NextEra
686,TRITON - TPU Heater,Normal,NextEra
687,TRITON - TPU Heater,Normal,NextEra
688,TRITON - TPU Heater,Normal,NextEra
689,TRITON - TPU Heater,Normal,NextEra
690,TRITON - TPU No Heater,Normal,Omega Energia
691,TRITON - TPU Heater,Normal,NextEra
692,TRITON - TPU Heater,Normal,NextEra
693,TRITON - TPU Heater,Normal,Fagen
694,TRITON - TPU Heater,Normal,NextEra
695,TRITON - TPU Heater,Normal,Eurus Japan
696,TRITON - TPU No Heater,Normal,Valorem
697,TRITON - TPU Heater,Normal,NextEra
699,TRITON - TPU Heater,Normal,NextEra
700,TRITON - TPU Heater,Normal,NextEra
701,TRITON - TPU Heater,Normal,NextEra
703,TRITON - TPU Heater,Normal,NextEra
704,TRITON - TPU Heater,Normal,NextEra
705,TRITON - TPU Heater,Normal,NextEra
706,TRITON - TPU Heater,Normal,NextEra
707,TRITON - TPU Heater,Normal,Innergex
708,TRITON - TPU No Heater,Normal,Gold Wind
712,TRITON - TPU Heater,Normal,NextEra
713,TRITON - TPU Heater,Normal,NextEra
714,TRITON - TPU Heater,Normal,NextEra
715,TRITON - TPU Heater,Normal,NextEra
716,TRITON - TPU Heater,Normal,NextEra
717,TRITON - TPU Heater,Normal,NextEra
718,TRITON - TPU Heater,Normal,NextEra
719,TRITON - TPU Heater,Normal,Infinity Wind
720,TRITON - TPU Heater,Normal,NextEra
721,TRITON - TPU Heater,Normal,NextEra
722,TRITON - TPU Heater,Normal,NextEra
723,TRITON - TPU Heater,Normal,NextEra
724,TRITON - TPU Heater,Normal,NextEra
725,TRITON - TPU Heater,Normal,Infinity Wind
726,TRITON - TPU Heater,Normal,NextEra
727,TRITON - TPU Heater,Normal,NextEra
728,TRITON - TPU Heater,Normal,NextEra
729,TRITON - TPU Heater,Normal,NextEra
730,TRITON - TPU Heater,Normal,NextEra
731,TRITON - TPU Heater,Normal,NextEra
732,TRITON - TPU Heater,Normal,NextEra
733,TRITON - TPU Heater,Normal,NextEra
734,TRITON - OPS,Normal,Prowind
735,TRITON - TPU Heater,Normal,NextEra
736,TRITON - TPU Heater,Normal,NextEra
737,TRITON - TPU Heater,Normal,NextEra
738,TRITON - TPU Heater,Normal,NextEra
739,TRITON - TPU Heater,Normal,NextEra
740,TRITON - TPU Heater,Normal,NextEra
741,TRITON - TPU Heater,Normal,NextEra
742,TRITON - TPU No Heater,Normal,Rio Energy
743,TRITON - TPU No Heater,Normal,Rio Energy
744,TRITON - TPU Heater,Normal,NextEra
745,TRITON - TPU Heater,Normal,NextEra
746,TRITON - TPU Heater,Normal,NextEra
747,TRITON - TPU Heater,Normal,NextEra
748,TRITON - TPU Heater,Normal,NextEra
749,TRITON - TPU Heater,Normal,NextEra
750,TRITON - TPU Heater,Normal,NextEra
751,TRITON - TPU Heater,Normal,NextEra
752,TRITON - TPU Heater,Normal,NextEra
754,TRITON - TPU No Heater,Normal,Neoen
755,TRITON - TPU No Heater,Normal,Neoen
756,TRITON - TPU No Heater,Normal,Energon
757,TRITON - TPU Heater,Normal,RES
758,TRITON - TPU No Heater,Normal,Terra-Gen
759,TRITON - TPU No Heater,Normal,Terra-Gen
760,TRITON - TPU No Heater,Normal,Terra-Gen
761,TRITON - TPU Heater,Normal,NextEra
762,TRITON - TPU Heater,Normal,NextEra
763,TRITON - TPU Heater,Normal,NextEra
764,TRITON - TPU Heater,Normal,NextEra
766,TRITON - TPU Heater,Normal,NextEra
767,TRITON - TPU Heater,Normal,NextEra
768,TRITON - TPU Heater,Normal,NextEra
769,TRITON - TPU Heater,Normal,Calpine
770,TRITON - TPU Heater,Normal,NextEra
772,TRITON - TPU Heater,Normal,NextEra
773,TRITON - TPU Heater,Normal,NextEra
774,TRITON - TPU Heater,Normal,NextEra
775,TRITON - TPU Heater,Normal,NextEra
776,TRITON - TPU Heater,Normal,NextEra
777,TRITON - TPU Heater,Normal,NextEra
778,TRITON - TPU Heater,,NextEra
782,TRITON - TPU Heater,Normal,Calpine
784,TRITON - TPU Heater,Normal,Calpine
787,TRITON - TPU Heater,Normal,Calpine
795,TRITON - TPU Heater,Normal,Calpine
796,TRITON - TPU Heater,Normal,DTE
797,TRITON - TPU Heater,Normal,DTE
799,TRITON - TPU Heater,,NextEra
806,TRITON - TPU Heater,Normal,Terra-Gen
807,TRITON - TPU Heater,Normal,Terra-Gen
808,TRITON - TPU No Heater,Normal,Terra-Gen
809,TRITON - TPU Heater,Normal,NextEra
810,TRITON - TPU Heater,,NextEra
811,TRITON - TPU Heater,,NextEra
812,TRITON - TPU Heater,,NextEra
813,TRITON - TPU Heater,,NextEra
814,TRITON - TPU Heater,,NextEra
815,TRITON - TPU No Heater,,Rio Energy
816,TRITON - TPU Heater,,NextEra
817,TRITON - TPU Heater,,NextEra
818,TRITON - TPU Heater,,NextEra
819,TRITON - TPU Heater,Normal,Lincoln Clean Energy
820,TRITON - TPU Heater,Normal,Lincoln Clean Energy
821,TRITON - TPU Heater,Normal,DTE
822,TRITON - TPU Heater,Normal,DTE
823,TRITON - TPU Heater,Normal,BayWa USA
825,TRITON - TPU Heater,,Calpine
826,TRITON - TPU Heater,Normal,Mesa Canyons Wind
827,TRITON - TPU Heater,Normal,NextEra
828,TRITON - TPU No Heater,,Valorem
829,TRITON - TPU Heater,,NextEra
830,TRITON - TPU Heater,,NextEra
831,TRITON - TPU Heater,,NextEra
832,TRITON - TPU Heater,,NextEra
834,TRITON - TPU Heater,,NextEra
838,TRITON - TPU No Heater,,InnoWind
839,TRITON - TPU No Heater,,InnoWind
840,TRITON - TPU Heater,,BluEarth
842,TRITON - TPU Heater,,Calpine
843,TRITON - TPU Heater,,Noval HD
844,TRITON - TPU Heater,,Empire District
845,TRITON - TPU Heater,,Empire District
846,TRITON - TPU Heater,,NextEra
847,TRITON - TPU Heater,,NextEra
848,TRITON - TPU Heater,,NextEra
849,TRITON - TPU Heater,,Lincoln Clean Energy
854,TRITON - TPU Heater,,Terra-Gen
857,TRITON - TPU Heater,,NextEra
861,TRITON - TPU Heater,,NextEra
